include_integrated_ct	mode	delta	abs_subtracted	measure_weighted_delta2_abs_subtracted
True	3d_cff_expansion	0.0009621961134056091	1595138574.2122786	1476.8133652070746
True	3d_cff_expansion	0.0010194553300259764	1505454188.8965416	1564.6022343284235
True	3d_cff_expansion	0.0010801219787096212	1420807055.1571147	1657.6037160113815
True	3d_cff_expansion	0.00114439883193495	1340914240.8210092	1756.1265742460748
True	3d_cff_expansion	0.0012125007289442108	1265508735.7959163	1860.497814387409
True	3d_cff_expansion	0.0012846552938231323	1194338497.0917602	1971.0636684213953
True	3d_cff_expansion	0.0013611036963126905	1127165627.629115	2088.190729962461
True	3d_cff_expansion	0.0014421014578959352	1063765632.5763069	2212.267234453987
True	3d_cff_expansion	0.0015279193058541326	1003926598.4610432	2343.7041961842874
True	3d_cff_expansion	0.0016188440781468522	947448540.1712463	2482.9368429935294
True	3d_cff_expansion	0.001715179682140439	894142643.7831004	2630.4257951507834
True	3d_cff_expansion	0.001817248110389361	843830780.2044716	2786.6589164602515
True	3d_cff_expansion	0.001925390516865572	796344762.7525437	2952.1524792537557
True	3d_cff_expansion	0.002039968357233062	751525880.39855	3127.4530807572937
True	3d_cff_expansion	0.0021613645969789036	709224337.8761433	3313.1393107389927
True	3d_cff_expansion	0.002289984991438802	669298739.1701671	3509.8235111662607
True	3d_cff_expansion	0.0024262594419955466	631615644.3035954	3718.1538439951437
True	3d_cff_expansion	0.0025706434329833315	596049091.1074212	3938.8161693181114
True	3d_cff_expansion	0.0027236195541006166	562480208.4551204	4172.536389229217
True	3d_cff_expansion	0.002885699113420118	530796796.3746754	4420.08259787218
True	3d_cff_expansion	0.003057423846387185	500892954.7631602	4682.267486996514
True	3d_cff_expansion	0.003239367726518784	472668733.20344275	4959.950896368103
True	3d_cff_expansion	0.003432138883855167	446029795.89180857	5254.042466870804
True	3d_cff_expansion	0.00363638163757642	420887104.0988857	5565.504412195375
True	3d_cff_expansion	0.0038527786495778037	397156619.13033366	5895.354458318247
True	3d_cff_expansion	0.004082053206201907	374759025.1037108	6244.668988986672
True	3d_cff_expansion	0.0043249716357541676	353619461.8853739	6614.586286222234
True	3d_cff_expansion	0.004582345869882053	333667271.3176992	7006.309884696868
True	3d_cff_expansion	0.004855036157379002	314835765.5255806	7421.1122356157075
True	3d_cff_expansion	0.005143953939483884	297062001.56055146	7860.3384306096905
True	3d_cff_expansion	0.005450064896286246	280286572.88447714	8325.410198460162
True	3d_cff_expansion	0.005774392174419787	264453408.0577333	8817.82997494975
True	3d_cff_expansion	0.006118019806832271	249509587.62191522	9339.18537230285
True	3d_cff_expansion	0.00648209633606206	235405162.2542401	9891.153568405365
True	3d_cff_expansion	0.0068678386531318995	222092990.15078634	10475.506209692754
True	3d_cff_expansion	0.007276536064890876	209528575.90893465	11094.114239788254
True	3d_cff_expansion	0.007709554603399424	197669924.21823522	11748.953181315184
True	3d_cff_expansion	0.008168341591761033	186477398.56464586	12442.10850453483
True	3d_cff_expansion	0.008654430481661424	175913589.70029932	13175.781325831716
True	3d_cff_expansion	0.009169445978784383	165943188.02831006	13952.2940876308
True	3d_cff_expansion	0.009715109473235286	156532869.0915706	14774.096895084203
True	3d_cff_expansion	0.010293244793123098	147651179.55439615	15643.773642837305
True	3d_cff_expansion	0.01090578430053167	139268432.67071587	16564.048581496743
True	3d_cff_expansion	0.011554775350255344	131356610.47603595	17537.793249801623
True	3d_cff_expansion	0.012242387132886877	123889267.75801718	18568.033185993845
True	3d_cff_expansion	0.012970917925129728	116841445.77043183	19657.95537233124
True	3d_cff_expansion	0.013742802771568434	110189588.03296861	20810.91555532852
True	3d_cff_expansion	0.01456062162357259	103911460.5344985	22030.445611963485
True	3d_cff_expansion	0.015427107962537767	97986079.45279787	23320.26165878387
True	3d_cff_expansion	0.016345157936286093	92393639.47655298	24684.271663619653
True	3d_cff_expansion	0.017317840039163607	87115448.14946164	26126.58355065774
True	3d_cff_expansion	0.018348405368189557	82133863.32059392	27651.513281771055
True	3d_cff_expansion	0.019440298489537693	77432234.28052106	29263.593042129316
True	3d_cff_expansion	0.020597168951669565	72994846.01140334	30967.579378639184
True	3d_cff_expansion	0.021822883483601802	68806866.44548726	32768.4612194118
True	3d_cff_expansion	0.023121538919078363	64854297.34606527	34671.4680799299
True	3d_cff_expansion	0.024497475889846056	61123927.12508758	36682.07775353227
True	3d_cff_expansion	0.025955293333801626	57603286.87888771	38806.024013253256
True	3d_cff_expansion	0.0274998638665022	54280608.5610147	41049.30380777248
True	3d_cff_expansion	0.02913635006741758	51144785.820216164	43418.18423463882
True	3d_cff_expansion	0.03087022173535881	48185336.72005996	45919.20876299292
True	3d_cff_expansion	0.03270727417075828	45392368.72407196	48559.20290125063
True	3d_cff_expansion	0.03465364754590801	42756545.71466386	51345.27915907337
True	3d_cff_expansion	0.03671584742789876	40269056.610122256	54284.84078610216
True	3d_cff_expansion	0.038900766522856935	37921586.08068288	57385.5847673539
True	3d_cff_expansion	0.041215707714156134	35706286.612360254	60655.50316261799
True	3d_cff_expansion	0.04366840847160741	33615752.3054893	64102.88312999693
True	3d_cff_expansion	0.04626706671321315	31642994.115943275	67736.3051941601
True	3d_cff_expansion	0.04902036820592464	29781416.422665615	71564.63940024968
True	3d_cff_expansion	0.051937515596988816	28024795.05827	75597.03954555921
True	3d_cff_expansion	0.0550282591729173	26367256.33562412	79842.9343258248
True	3d_cff_expansion	0.0583029294488879	24803257.541383702	84312.0163791378
True	3d_cff_expansion	0.061772471697505	23327568.265691694	89014.22749210172
True	3d_cff_expansion	0.06544848253232732	21935252.938461058	93959.74075885557
True	3d_cff_expansion	0.06934324866844159	20621654.264395457	99158.93862953104
True	3d_cff_expansion	0.0734697879896336	19382377.646101825	104622.38698284827
True	3d_cff_expansion	0.07784189305942152	18213276.413968742	110360.80431028307
True	3d_cff_expansion	0.08247417722138224	17110437.950827688	116385.02626887553
True	3d_cff_expansion	0.0873821234428559	16070170.516885934	122705.964447724
True	3d_cff_expansion	0.0925821360652859	15088990.87359669	129334.55977037811
True	3d_cff_expansion	0.09809159563416273	14163612.554838074	136281.72952048088
True	3d_cff_expansion	0.10392891699183728	13290934.821175022	143558.3081794816
True	3d_cff_expansion	0.11011361082737267	12468032.194248546	151174.9812402622
True	3d_cff_expansion	0.11666634888915876	11692144.59466479	159142.21225620704
True	3d_cff_expansion	0.12360903307825576	10960668.016864933	167470.1626802586
True	3d_cff_expansion	0.13096486865340778	10271145.713833498	176168.6044067103
True	3d_cff_expansion	0.13875844179240318	9621259.864348773	185246.82503116486
True	3d_cff_expansion	0.14701580176902426	9008823.696798295	194713.52598684444
True	3d_cff_expansion	0.15576454802025858	8431774.046995236	204576.7139429517
True	3d_cff_expansion	0.16503392239477985	7888164.309794518	214843.58560114983
True	3d_cff_expansion	0.17485490689103309	7376157.773009894	225520.40669914644
True	3d_cff_expansion	0.18526032721160685	6894021.311663818	236612.3860988757
True	3d_cff_expansion	0.1962849624800075	6440119.41491921	248123.54582532175
True	3d_cff_expansion	0.2079656614865582	6012908.533114619	260056.5885410495
True	3d_cff_expansion	0.22034146585195902	5610931.7196246	272412.7637536218
True	3d_cff_expansion	0.23345374052017745	5232813.5608667005	285191.7349689017
True	3d_cff_expansion	0.2473463120168214	4877255.365647942	298391.44930013106
True	3d_cff_expansion	0.26206561493511316	4543030.613370288	312008.0124886599
True	3d_cff_expansion	0.2776608471390847	4228980.634376066	326035.5711744097
True	3d_cff_expansion	0.29418413420273776	3934010.526638788	340466.2061691971
True	3d_cff_expansion	0.3116907036347938	3657085.277701194	355289.83825824165
True	3d_cff_expansion	0.3302390694713704	3397226.1041329717	370494.15111809695
True	3d_cff_expansion	0.34989122785355525	3153506.9839511355	386064.53323792206
True	3d_cff_expansion	0.37071286424358746	2925051.3800651454	401984.04212939396
True	3d_cff_expansion	0.39277357297223764	2711029.1514538648	418233.3940906592
True	3d_cff_expansion	0.4161470898512156	2510653.6413954203	434790.98155429435
True	3d_cff_expansion	0.44091153862807575	2323178.940415511	451632.92046285485
True	3d_cff_expansion	0.46714969210737795	2147897.3189369515	468733.1292590179
True	3d_cff_expansion	0.494949248810886	1984136.827717058	486063.4409915422
True	3d_cff_expansion	0.524403126101497	1831259.0584539974	503593.74811784027
True	3d_cff_expansion	0.5556097707506484	1688657.065893451	521292.18059111247
True	3d_cff_expansion	0.588673487987254	1555753.4436828974	539125.3150571971
True	3d_cff_expansion	0.6237047901279648	1431998.5530809695	557058.4137447163
True	3d_cff_expansion	0.6608207659540327	1316868.89832786	575055.6895573669
True	3d_cff_expansion	0.7001454720693739	1209865.6439727747	593080.5934724356
True	3d_cff_expansion	0.7418103475479241	1110513.2693439147	611096.1200042054
True	3d_cff_expansion	0.7859546532561854	1018358.3519801958	629065.1247561454
True	3d_cff_expansion	0.8327259373193655	932968.4738333441	646950.64880842
True	3d_cff_expansion	0.8822805282869017	853931.24079857	664716.2432634134
True	3d_cff_expansion	0.9347840576457007	780853.4070850896	682326.2880868404
True	3d_cff_expansion	0.9904120134275569	713360.0938200041	699746.2986454023
True	3d_cff_expansion	1.0493503267611473	651094.0916656909	716943.2142167758
True	3d_cff_expansion	1.1117959933290618	593715.2365284383	733885.6631110802
True	3d_cff_expansion	1.1779577318070593	540899.8470087838	750544.1993668813
True	3d_cff_expansion	1.2480566814862961	492340.2130636154	766891.5076005188
True	3d_cff_expansion	1.3223271414102968	447744.1248333391	782902.5725874044
True	3d_cff_expansion	1.4010173534971218	406834.43183071737	798554.811874677
True	3d_cff_expansion	1.4843903322642567	369348.6232688711	813828.1706146605
True	3d_cff_expansion	1.572724743929531	335038.4211454472	828705.1785426483
True	3d_cff_expansion	1.6663158378263265	303669.3789800694	843170.97017806
True	3d_cff_expansion	1.7654764332462605	275020.48036330915	857213.270384188
True	3d_cff_expansion	1.8705379650078082	248883.732544848	870822.347728927
True	3d_cff_expansion	1.9818515912455121	225063.75167128432	883990.9389046659
True	3d_cff_expansion	2.0997893671225114	203377.33748152293	896714.1479105968
True	3d_cff_expansion	2.2247454883893707	183653.03637408814	908989.3239519324
True	3d_cff_expansion	2.357137608945747	165730.69274384016	920815.92201751
True	3d_cff_expansion	2.497408236808644	149460.98940190335	932195.3502723228
True	3d_cff_expansion	2.6460262131531764	134704.97855143994	943130.8079799281
True	3d_cff_expansion	2.8034882793694424	121333.60544324544	953627.1179446857
True	3d_cff_expansion	2.9703207373731604	109227.22712465032	963690.5565085008
True	3d_cff_expansion	3.147081208719529	98275.1290426001	973328.6842493457
True	3d_cff_expansion	3.334360498400048	88375.04235367273	982550.1799909947
True	3d_cff_expansion	3.532784569551749	79432.66479712102	991364.68028308
True	3d_cff_expansion	3.7430166356791976	71361.18789440382	999782.6260622849
True	3d_cff_expansion	3.9657593773822573	64080.83308434731	1007815.1180337112
True	3d_cff_expansion	4.201757290998918	57518.39913911041	1015473.781581512
True	3d_cff_expansion	4.451799177013172	51606.82296151249	1022770.6420539914
True	3d_cff_expansion	4.716720776545259	46284.755540401326	1029718.0106971279
True	3d_cff_expansion	4.997407564736579	41496.15453879797	1036328.3814107822
True	3d_cff_expansion	5.294797710365759	37189.89466949119	1042614.3381690287
True	3d_cff_expansion	5.6098852115881375	33319.39671629516	1048588.4729172364
True	3d_cff_expansion	5.943723218279724	29842.275764952035	1054263.3134273065
True	3d_cff_expansion	6.297427552090019	26720.008952391247	1059651.2606668323
True	3d_cff_expansion	6.672180435969318	23917.622801941645	1064764.5350579529
True	3d_cff_expansion	7.069234445635948	21403.4000054294	1069615.1309821582
True	3d_cff_expansion	7.489916696191037	19148.60533363867	1074214.778837171
True	3d_cff_expansion	7.935633277873942	17127.23020779254	1078574.9140154144
True	3d_cff_expansion	8.407873955784511	15315.755339632946	1082706.6520786593
True	3d_cff_expansion	8.908217149280727	13692.93075277601	1086620.7695335255
True	3d_cff_expansion	9.4383352076946	12239.572422027559	1090327.6894976958
True	3d_cff_expansion	10.0	10938.374717950792	1093837.4717950793
False	4d_first_then_cff	9.999999999999999e-06	545853.3131697262	5.45853313169726e-05
False	4d_first_then_cff	1.0595088837115579e-05	545853.0086012285	6.12752248237798e-05
False	4d_first_then_cff	1.1225590746637138e-05	545852.6859112548	6.878501901457535e-05
False	4d_first_then_cff	1.1893613120972307e-05	545852.3440410737	7.72151989354441e-05
False	4d_first_then_cff	1.2601388761098507e-05	545851.9818002065	8.667856474490848e-05
False	4d_first_then_cff	1.3351283339486879e-05	545851.5980141425	9.730174102076058e-05
False	4d_first_then_cff	1.4145803307136463e-05	545851.1913788086	0.0001092268709941774
False	4d_first_then_cff	1.4987604271147418e-05	545850.7605510798	0.0001226135184555439
False	4d_first_then_cff	1.5879499870833977e-05	545850.3040988168	0.00013764080272039194
False	4d_first_then_cff	1.682447118204517e-05	545849.8204719204	0.00015450979524097606
False	4d_first_then_cff	1.782567668112595e-05	545849.3080624073	0.0001734462099516333
False	4d_first_then_cff	1.8886462801822905e-05	545848.7651725911	0.0001947034232992626
False	4d_first_then_cff	2.001037512041929e-05	545848.1899658119	0.00021856586437119083
False	4d_first_then_cff	2.1201170206484973e-05	545847.5805396013	0.00024535282053084363
False	4d_first_then_cff	2.246282817885163e-05	545846.9348424111	0.00027542270937621905
False	4d_first_then_cff	2.379956600877962e-05	545846.250721399	0.00030917787427936716
False	4d_first_then_cff	2.5215851614781683e-05	545845.5258956638	0.0003470699675849453
False	4d_first_then_cff	2.6716418796213626e-05	545844.757918579	0.00038960599349899516
False	4d_first_then_cff	2.830628305554678e-05	545843.9442560126	0.00043735509160206757
False	4d_first_then_cff	2.9990758362205816e-05	545843.0821885843	0.0004909561515455375
False	4d_first_then_cff	3.177547491400375e-05	545842.1687971975	0.0005511263609456637
False	4d_first_then_cff	3.366639795554073e-05	545841.2010680261	0.0006186708009161996
False	4d_first_then_cff	3.56698477164641e-05	545840.1757564105	0.0006944932172549814
False	4d_first_then_cff	3.7792520536232147e-05	545839.0894151159	0.0007796081117282887
False	4d_first_then_cff	4.004151124598945e-05	545837.9384565956	0.0008751543151441977
False	4d_first_then_cff	4.242433688236216e-05	545836.7189857629	0.0009824102233629178
False	4d_first_then_cff	4.4948961812434605e-05	545835.4269477053	0.00110281090083291
False	4d_first_then_cff	4.762382435388603e-05	545834.0580321323	0.001237967279628312
False	4d_first_then_cff	5.045786497926109e-05	545832.6076661506	0.0013896877112573214
False	4d_first_then_cff	5.346055619864554e-05	545831.0709998017	0.0015600021593803884
False	4d_first_then_cff	5.6641934220625944e-05	545829.4428771327	0.001751189356987297
False	4d_first_then_cff	6.0012632497358884e-05	545827.7178839898	0.001965807291550094
False	4d_first_then_cff	6.35839172658688e-05	545825.8902307679	0.0022067274251238835
False	4d_first_then_cff	6.73677252043687e-05	545823.9538523508	0.0024771731083021564
False	4d_first_then_cff	7.137670332946767e-05	545821.9022293075	0.0027807626999694418
False	4d_first_then_cff	7.562425126761532e-05	545819.7285472135	0.00312155797198965
False	4d_first_then_cff	8.012456604207364e-05	545817.4254961477	0.003504118443082178
False	4d_first_then_cff	8.489268952511044e-05	545814.9854256551	0.003933562371954639
False	4d_first_then_cff	8.994455871402163e-05	545812.400163087	0.004415635221558095
False	4d_first_then_cff	9.529705899902193e-05	545809.6610657787	0.004956786513171887
False	4d_first_then_cff	0.0001009680806010482	545806.7589899705	0.005564256096165291
False	4d_first_then_cff	0.00010697657836811517	545803.6842402043	0.006246170987102814
False	4d_first_then_cff	0.00011334263513008393	545800.4265382553	0.00701165407323294
False	4d_first_then_cff	0.00012008752882360164	545796.9749870177	0.007870946133439697
False	4d_first_then_cff	0.0001272338036115737	545793.3180865283	0.008835542808764967
False	4d_first_then_cff	0.00013480534523487416	545789.4436008352	0.009918348350540783
False	4d_first_then_cff	0.00014282746084815284	545785.3385733461	0.011133848205313601
False	4d_first_then_cff	0.00015132696360658268	545780.9893131545	0.012498302741397438
False	4d_first_then_cff	0.0001603322622862701	545776.3812793795	0.014029964704132435
False	4d_first_then_cff	0.00016987345623787494	545771.4990812961	0.01574932331028867
False	4d_first_then_cff	0.00017998243599081504	545766.3264061201	0.017679378239807014
False	4d_first_then_cff	0.00019069298984431538	545760.8459829928	0.01984594718840726
False	4d_first_then_cff	0.00020204091680157044	545755.0394941563	0.022278011087679708
False	4d_first_then_cff	0.00021406414622449164	545748.8875672205	0.025008101609363783
False	4d_first_then_cff	0.00022680286460897883	545742.3696393225	0.0280727361224946
False	4d_first_then_cff	0.000240299649904443	545735.4639320971	0.031512905922328534
False	4d_first_then_cff	0.00025459961382653484	545728.1473991398	0.03537462424741904
False	4d_first_then_cff	0.00026975055263874566	545720.3956062123	0.03970954139975117
False	4d_first_then_cff	0.00028580310690685354	545712.1826759058	0.04457563518882297
False	4d_first_then_cff	0.00030281093076017573	545703.4811795221	0.05003798591110214
False	4d_first_then_cff	0.0003208308712253716	545694.2620369563	0.056169646213490514
False	4d_first_then_cff	0.0003399231582322001	545684.4945085599	0.0630526174616405
False	4d_first_then_cff	0.00036015160592630627	545674.1459562175	0.07077894561063364
False	4d_first_then_cff	0.00038158382596190565	545663.1818454646	0.07945195124766495
False	4d_first_then_cff	0.00040429145348728406	545651.5655848865	0.08918761017666729
False	4d_first_then_cff	0.00042835038657843596	545639.2583996054	0.10011610297914286
False	4d_first_then_cff	0.0004538410399211335	545626.2192113997	0.11238355421557905
False	4d_first_then_cff	0.0004808486135893327	545612.4045022933	0.1261539844543169
False	4d_first_then_cff	0.0005094633778182846	545597.7681927395	0.14161150115710056
False	4d_first_then_cff	0.000539780974724171	545582.261419403	0.15896275759289075
False	4d_first_then_cff	0.000571902737978743	545565.8324802105	0.17843971261128225
False	4d_first_then_cff	0.0006059360315074416	545548.4265741408	0.2003027279462636
False	4d_first_then_cff	0.0006419946083430621	545529.9856222556	0.22484404436714708
False	4d_first_then_cff	0.0006801989908343965	545510.4481345156	0.25239168296594433
False	4d_first_then_cff	0.0007206768734806797	545489.7489567999	0.28331382344441275
False	4d_first_then_cff	0.0007635635497382513	545467.8190948779	0.31802371773327415
False	4d_first_then_cff	0.0008090023642260101	545444.5854389092	0.3569852042245101
False	4d_first_then_cff	0.0008571451918411112	545419.9705606366	0.4007188960240213
False	4d_first_then_cff	0.0009081529453863058	545393.892400355	0.44980912537286355
False	4d_first_then_cff	0.0009621961134056091	545366.2641011134	0.5049117366842597
False	4d_first_then_cff	0.0010194553300259764	545336.9936193146	0.5667628314243983
False	4d_first_then_cff	0.0010801219787096212	545305.9834739816	0.6361885811932136
False	4d_first_then_cff	0.00114439883193495	545273.1303897037	0.7141162390172004
False	4d_first_then_cff	0.0012125007289442108	545238.3250154646	0.8015864950734836
False	4d_first_then_cff	0.0012846552938231323	545201.4515113219	0.8997673403824082
False	4d_first_then_cff	0.0013611036963126905	545162.3871526653	1.0099696222736347
False	4d_first_then_cff	0.0014421014578959352	545121.0020199893	1.133664497753025
False	4d_first_then_cff	0.0015279193058541326	545077.1584716883	1.2725030151732515
False	4d_first_then_cff	0.0016188440781468522	545030.7107741623	1.4283380837755266
False	4d_first_then_cff	0.001715179682140439	544981.504500133	1.6032491205787704
False	4d_first_then_cff	0.001817248110389361	544929.3762188702	1.7995697013013396
False	4d_first_then_cff	0.001925390516865572	544874.1527730665	2.0199185782680154
False	4d_first_then_cff	0.002039968357233062	544815.6508228073	2.2672344759530736
False	4d_first_then_cff	0.0021613645969789036	544753.6762380134	2.544815121289502
False	4d_first_then_cff	0.002289984991438802	544688.0234292997	2.8563610223637017
False	4d_first_then_cff	0.0024262594419955466	544618.4747200317	3.2060245713573927
False	4d_first_then_cff	0.0025706434329833315	544544.7995938982	3.598465115639251
False	4d_first_then_cff	0.0027236195541006166	544466.7540277033	4.0389107203358074
False	4d_first_then_cff	0.002885699113420118	544384.0796371759	4.533227429776074
False	4d_first_then_cff	0.003057423846387185	544296.5028763983	5.0879969352116445
False	4d_first_then_cff	0.003239367726518784	544203.7341523932	5.710603662574504
False	4d_first_then_cff	0.003432138883855167	544105.4668993866	6.409332416526223
False	4d_first_then_cff	0.00363638163757642	544001.3766134299	7.19347785260503
False	4d_first_then_cff	0.0038527786495778037	543891.119778584	8.073467200037108
False	4d_first_then_cff	0.004082053206201907	543774.3328349828	9.06099783006376
False	4d_first_then_cff	0.0043249716357541676	543650.6310229904	10.169191450289553
False	4d_first_then_cff	0.004582345869882053	543519.607104806	11.412766918212766
False	4d_first_then_cff	0.004855036157379002	543380.8301643244	12.808233907604905
False	4d_first_then_cff	0.005143953939483884	543233.8442210156	14.374109916807765
False	4d_first_then_cff	0.005450064896286246	543078.1668196557	16.13116340919024
False	4d_first_then_cff	0.005774392174419787	542913.2875256877	18.102686199821605
False	4d_first_then_cff	0.006118019806832271	542738.6663824548	20.314798570958704
False	4d_first_then_cff	0.00648209633606206	542553.7322137058	22.796791000876127
False	4d_first_then_cff	0.0068678386531318995	542357.8809144407	25.58150685232202
False	4d_first_then_cff	0.007276536064890876	542150.4735874298	28.705770862244357
False	4d_first_then_cff	0.007709554603399424	541930.8346382397	32.210868845410154
False	4d_first_then_cff	0.008168341591761033	541698.2497494372	36.143084641770166
False	4d_first_then_cff	0.008654430481661424	541451.9637727806	40.55430103647174
False	4d_first_then_cff	0.009169445978784383	541191.1784314296	45.50267214233944
False	4d_first_then_cff	0.009715109473235286	540915.0500819517	51.05337561560371
False	4d_first_then_cff	0.010293244793123098	540622.6871998401	57.27945398242452
False	4d_first_then_cff	0.01090578430053167	540313.1478050337	64.26275544167798
False	4d_first_then_cff	0.011554775350255344	539985.4368628432	72.09498566752407
False	4d_first_then_cff	0.012242387132886877	539638.5033652232	80.87888337912219
False	4d_first_then_cff	0.012970917925129728	539271.237522806	90.72953395008285
False	4d_first_then_cff	0.013742802771568434	538882.4676616368	101.77583680046037
False	4d_first_then_cff	0.01456062162357259	538470.9569618166	114.16214409796318
False	4d_first_then_cff	0.015427107962537767	538035.4003184817	128.05009024939872
False	4d_first_then_cff	0.016345157936286093	537574.4207855063	143.62063359837552
False	4d_first_then_cff	0.017317840039163607	537086.5660427259	161.0763342177429
False	4d_first_then_cff	0.018348405368189557	536570.3047059258	180.64389409355448
False	4d_first_then_cff	0.019440298489537693	536024.0225438193	202.57698879901056
False	4d_first_then_cff	0.020597168951669565	535446.0185114336	227.15942271648538
False	4d_first_then_cff	0.021822883483601802	534834.5006508819	254.70864317395944
False	4d_first_then_cff	0.023121538919078363	534187.5820677083	285.57965251749295
False	4d_first_then_cff	0.024497475889846056	533503.2765421444	320.16936071260534
False	4d_first_then_cff	0.025955293333801626	532779.4942779839	358.9214256504175
False	4d_first_then_cff	0.0274998638665022	532014.0374025782	402.3316324243107
False	4d_first_then_cff	0.02913635006741758	531204.5955935403	450.9538680803427
False	4d_first_then_cff	0.03087022173535881	530348.7414840648	505.4067530726396
False	4d_first_then_cff	0.03270727417075828	529443.9261749109	566.3809965997292
False	4d_first_then_cff	0.03465364754590801	528487.4747592831	634.6475485806784
False	4d_first_then_cff	0.03671584742789876	527476.5817887513	711.0666271134388
False	4d_first_then_cff	0.038900766522856935	526408.307005642	796.5977071644559
False	4d_first_then_cff	0.041215707714156134	525279.5710425756	892.3105622415069
False	4d_first_then_cff	0.04366840847160741	524087.1513538112	999.3974583064851
False	4d_first_then_cff	0.04626706671321315	522827.67845764157	1119.186606115681
False	4d_first_then_cff	0.04902036820592464	521497.6323494948	1253.156984795794
False	4d_first_then_cff	0.051937515596988816	520093.3394794823	1402.9546574832111
False	4d_first_then_cff	0.0550282591729173	518610.96989771427	1570.4107049716433
False	4d_first_then_cff	0.0583029294488879	517046.5353448134	1757.560912474258
False	4d_first_then_cff	0.061772471697505	515395.88761502074	1966.6673468117197
False	4d_first_then_cff	0.06544848253232732	513654.7179564413	2200.2419700447886
False	4d_first_then_cff	0.06934324866844159	511818.5572141035	2461.072436456942
False	4d_first_then_cff	0.0734697879896336	509882.7771270071	2752.2502243268314
False	4d_first_then_cff	0.07784189305942152	507842.5926783806	3077.2012523798808
False	4d_first_then_cff	0.08247417722138224	505693.0659949966	3439.719131617486
False	4d_first_then_cff	0.0873821234428559	503429.1115181671	3844.001194323853
