probe	row_index	signed_side_fraction	t	event_graph_id	event_graph_name	term_key	weighted_re	weighted_im	weighted_abs	raw_re	raw_im	raw_abs
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	original	-8.928506796109364e-06	1.0999008489025178e-05	1.4166736439625713e-05	-1.6464440435330885e-25	2.028250907466024e-25	2.6123896593200517e-25
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:5:0	0.04505283629671823	0.37581892699664976	0.3785097408882525	8.307881223467961e-22	6.930216305264617e-21	6.979835738897305e-21
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:8:0	3.434997122646437e-08	2.29346953152209e-09	3.4426450960721324e-08	6.334240070914149e-28	4.229228173791173e-29	6.3483431685310125e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:10:0	1.069709342427008e-07	9.835750276111168e-08	1.4531682325924383e-07	1.972576843328497e-27	1.8137425244318318e-27	2.679686800312337e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:12:0	4.469225917004146e-07	-1.0516835381268703e-06	1.1427064659567075e-06	8.241389695152169e-27	-1.939336707214374e-26	2.1071857784786547e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:14:0	3.905052586092387e-28	1.625408542666573e-27	1.6716600394742168e-27	7.201036765584314e-48	2.9973032159725954e-47	3.082592394961201e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:15:0	1.7573732785527453e-08	4.61381172305775e-09	1.8169296701659853e-08	3.2406502372806634e-28	8.508010357030501e-29	3.3504740504502647e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:16:0	-1.563283256351087e-08	6.776665882976637e-09	1.7038446362513965e-08	-2.882742282165062e-28	1.2496379778646379e-28	3.1419417787578196e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:21:0	4.66582964340832e-19	2.670344566737975e-18	2.7108005768997653e-18	8.603932997931099e-39	4.92419730027255e-38	4.998799424095785e-38
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:26:0	1.2458687780174946e-07	1.296168208965287e-07	1.7978434408955316e-07	2.297420246669459e-27	2.3901739403925617e-27	3.3152784581598065e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:28:0	1.477575677611832e-74	6.664218468491463e-74	6.826055792245824e-74	2.724694877684864e-94	1.2289023296742275e-93	1.2587456286492379e-93
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:29:0	3.465739312689143e-28	1.6110033868962056e-27	1.647860856512538e-27	6.390929612443122e-48	2.970739666819424e-47	3.0387059714829936e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:30:0	1.3703573098555498e-07	1.4301543293594114e-07	1.9807121351826993e-07	2.526980918362355e-27	2.6372484567440988e-27	3.652493940360008e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:31:0	0.02450979487477333	0.4117402221843002	0.41246907836731267	4.519681364567344e-22	7.592616008241519e-21	7.60605633985034e-21
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:32:0	4.72463155167465e-19	2.7800578103686606e-18	2.8199189459951836e-18	8.712365520663417e-39	5.126511887243745e-38	5.200017044174747e-38
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	0	GL05	threshold_counterterm:33:0	1.1468969555791949e-07	1.117096011519872e-07	1.6010234619362802e-07	2.1149131698958155e-27	2.059959314835174e-27	2.952336379035249e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	original	-1.8539597978046867e-05	1.7093544956508285e-05	2.5217176137858286e-05	-3.4187587418037806e-25	3.15210212851849e-25	4.650124639541457e-25
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:1:0	2.5303778395516327e-07	2.0795507538939403e-07	3.275262332839134e-07	4.666094361526743e-27	3.834755385374613e-27	6.039684218262678e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:3:0	-3.773768815060776e-08	3.858232022560942e-09	3.793440471778141e-08	-6.958945464358283e-28	7.114698210099536e-29	6.995220602820232e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:6:0	2.0993313075244512e-27	4.1074952959788785e-27	4.612885164974404e-27	3.871231333085078e-47	7.574347333029424e-47	8.506301755500425e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:8:0	1.2046638695692864e-06	-1.6647227913196087e-06	2.0548763978849426e-06	2.221437131431824e-26	-3.06979989654742e-26	3.789255115949123e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:11:0	2.1416245344151057e-06	3.1883254112073566e-06	3.840829932990952e-06	3.9492213409173557e-26	5.879369867775636e-26	7.082608223081746e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:12:0	-2.2490284810595026e-06	4.341525539288286e-07	2.2905496171660937e-06	-4.147277513402625e-26	8.005906281129545e-27	4.223843762143358e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:14:0	1.865192337556009e-08	2.333942481259444e-08	2.987679695333009e-08	3.4394718896902472e-28	4.303861534711408e-28	5.509373012416008e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:20:0	3.851409743888013e-18	5.383762070530961e-18	6.619535561306651e-18	7.102117718936937e-38	9.927822417839927e-38	1.2206626645138411e-37
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:26:0	2.9968177204826035e-07	3.697019708803674e-07	4.7590830185111655e-07	5.526223811122643e-27	6.817417757957748e-27	8.775895082391113e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:29:0	9.03913999706702e-74	1.6560163407478855e-73	1.8866506406035496e-73	1.6668451451834904e-93	3.0537449346019636e-93	3.479041658794692e-93
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:30:0	1.9353471652642124e-27	3.876094622844575e-27	4.332398663020388e-27	3.568839544151342e-47	7.147637393000551e-47	7.989076041302778e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:31:0	3.520774873208122e-07	2.3284908416916803e-07	4.2211047496663356e-07	6.492416874387597e-27	4.293808544106367e-27	7.783846650870869e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:33:0	4.490252577677264e-18	5.180011652767502e-18	6.855281827477585e-18	8.280163502476515e-38	9.55210039695262e-38	1.2641349992038294e-37
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	1	GL05_isr_p1_ct	threshold_counterterm:34:0	0.8598184808040814	1.7587477079855842	1.9576724241498586	1.585531655591528e-20	3.243184727318729e-20	3.610008006417198e-20
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	original	-2.1136579845633404e-05	1.7461922961075417e-05	2.7416669401467586e-05	-3.897650165049881e-25	3.220032162648324e-25	5.0557179448227735e-25
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:4:0	0.9069656818361761	2.1529416090180638	2.3361815682583082	1.6724725406478904e-20	3.9700903736635474e-20	4.3079904798266644e-20
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:12:0	2.040590048239536e-27	3.9677949728101065e-27	4.461771474563818e-27	3.762910648935042e-47	7.316735651464597e-47	8.227643474609349e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:14:0	1.2046638695692853e-06	-1.664722791319608e-06	2.0548763978849413e-06	2.221437131431822e-26	-3.069799896547419e-26	3.789255115949121e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:15:0	2.1179489560820997e-06	-1.19369200813593e-06	2.431174282287645e-06	3.9055628481662896e-26	-2.201204682360618e-26	4.4831599586255104e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:17:0	1.9077409312497054e-08	-1.2644176061102924e-08	2.28871740138602e-08	3.517932801741322e-28	-2.3316248547022534e-28	4.2204651000373e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:19:0	4.6562465307885266e-18	5.334829774431671e-18	7.081033856552507e-18	8.586261444275295e-38	9.837589762717594e-38	1.3057643659135997e-37
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:24:0	3.992336680895924e-07	2.886804739896988e-07	4.926702120071681e-07	7.36199131405045e-27	5.3233565000114095e-27	9.084989847785631e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:27:0	-1.3950353921538822e-05	1.4281359363588392e-06	1.4023264484024863e-05	-2.572488059179691e-25	2.63352647813201e-26	2.585932990572709e-25
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:29:0	9.058785704929386e-74	1.6520979104430914e-73	1.8841559091988005e-73	1.6704678739812195e-93	3.0465192289126994e-93	3.4744412975524805e-93
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:30:0	2.004728000963323e-27	3.981503079009441e-27	4.45772376062134e-27	3.696779933603614e-47	7.342013819825122e-47	8.220179365926112e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:31:0	3.7733535994533035e-18	5.0714965441742976e-18	6.321255775878638e-18	6.958179794040372e-38	9.351995207746201e-38	1.1656589570363179e-37
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:32:0	3.206634025236966e-07	3.9169274184978456e-07	5.062096618357617e-07	5.91313151370677e-27	7.222934320828871e-27	9.334661456175031e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:33:0	1.8735401819411687e-08	2.361416796640964e-08	3.0143725882521924e-08	3.4548655708265785e-28	4.354525015115281e-28	5.558595525827329e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	2	GL05_isr_p2_ct	threshold_counterterm:34:0	2.721525804048238e-07	2.2227552246041763e-07	3.5138786960573314e-07	5.018577071979568e-27	4.098828822504009e-27	6.479700112164807e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	original	-1.3706692721858064e-06	-4.7038109884652115e-08	1.3714761527259191e-06	-2.527556186469539e-26	-8.673971763384627e-28	2.5290440989384978e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:6:0	-2.9390249852107433e-08	-3.368040217510081e-08	4.470074134783266e-08	-5.4196522343509235e-28	-6.210769483779466e-28	8.242953834757976e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:7:0	-3.3977523300297054e-08	-1.6169365747097747e-07	1.6522503126331682e-07	-6.265559530755783e-28	-2.9816806471623754e-27	3.046800263226503e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:13:0	5.83912400531852e-19	-3.3163385807324448e-18	3.3673513736391332e-18	1.0767523794904876e-38	-6.115430079490113e-38	6.209499234549504e-38
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:16:0	-2.1889398945908267e-08	-3.5831834731309784e-08	4.1988881461942135e-08	-4.036472316593249e-28	-6.6075002471784435e-28	7.742878552520817e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:17:0	-4.638155201812276e-08	-1.1992362025390576e-08	4.790683786849073e-08	-8.552900478648294e-28	-2.2114283469214115e-28	8.83416786863538e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:19:0	-2.0714847383257207e-07	2.899648445678462e-07	3.563567051374493e-07	-3.819881405222493e-27	5.3470406874838476e-27	6.57132696367882e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:20:0	-6.947096923655589e-08	-3.7678563579012326e-07	3.831365695211486e-07	-1.2810659846038252e-27	-6.948042711977318e-27	7.065155878278276e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:21:0	3.8872933709183953e-29	-2.0256610188306936e-27	2.026033975081702e-27	7.168288227997063e-49	-3.7353810607214455e-47	3.73606880348963e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:23:0	5.162980534537978e-08	3.386766191240488e-08	6.174670293558003e-08	9.520694492467084e-28	6.245300753802378e-28	1.1386281444103585e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:34:0	3.9219030261413586e-75	-1.023670466746837e-73	1.0244214742108508e-73	7.232109493962177e-95	-1.8876797442216135e-93	1.8890646250242053e-93
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:35:0	4.749773214626892e-19	-2.8960811298336482e-18	2.9347724556568966e-18	8.758727518428006e-39	-5.340462447630064e-38	5.411810439397113e-38
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:36:0	-4.655431992279324e-08	-1.2160691554938612e-07	1.302134655590938e-07	-8.584759410276408e-28	-2.24246882856117e-27	2.4011762510052857e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:37:0	2.565393893522384e-29	-2.061632024881167e-27	2.0617916312271985e-27	4.7306650392500314e-49	-3.80171269937518e-47	3.802007018373569e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:38:0	-2.3581485349238798e-08	-3.961772655350293e-08	4.6104779671358315e-08	-4.348498240247231e-28	-7.305630313319705e-28	8.501862808839545e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	3	GL06	threshold_counterterm:39:0	-2.9643038957536718e-08	-3.214142302841481e-08	4.372391602921167e-08	-5.466267320883138e-28	-5.926977007943872e-28	8.062824249358919e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	original	-4.248450311039498e-06	-1.303633394474733e-06	4.4439610791006395e-06	-7.834272704933493e-26	-2.4039399714844043e-26	8.19480055899876e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:3:0	-5.690308682383413e-08	5.381059955487905e-09	5.7156951426098304e-08	-1.0493103774146504e-27	9.92283963480669e-29	1.0539917185594415e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:8:0	-2.3494015507366578e-07	1.1250419330785117e-08	2.3520937141439885e-07	-4.332368533071329e-27	2.0746118379494577e-28	4.3373329649829994e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:15:0	2.1646578360925305e-19	-9.762177242507607e-18	9.764576895575505e-18	3.9916954558121575e-39	-1.8001754313324538e-37	1.8006179347196843e-37
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:17:0	6.58592260720617e-06	-7.89586881104629e-06	1.0281980396274001e-05	1.2144643326619346e-25	-1.4560224312234053e-25	1.8960287275075012e-25
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:20:0	-7.611882504083495e-28	-4.440650225045501e-27	4.5054169589236e-27	-1.4036544850235327e-47	-8.188695242552716e-47	8.308127086698432e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:22:0	2.8886462692739172e-08	-8.363580340693283e-07	8.368567313938574e-07	5.326752336675786e-28	-1.5422698721073166e-26	1.5431894852724818e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:23:0	-5.61766974495575e-08	-2.2370021512149003e-08	6.046684379718467e-08	-1.0359155345156718e-27	-4.12510059223274e-28	1.11502714927094e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:24:0	-3.3992114387154783e-06	1.5912304941233603e-05	1.6271327141567203e-05	-6.268250171933998e-26	2.93427784596551e-25	3.0004826410935123e-25
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:35:0	-3.8465124514552954e-74	-2.2643006211503794e-73	2.2967398379733828e-73	-7.093086961454844e-94	-4.175439808239634e-93	4.235258719211831e-93
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:36:0	-9.254761655044199e-28	-4.4639563101390704e-27	4.558882765738464e-27	-1.7066064403855004e-47	-8.231672378435173e-47	8.406719674656569e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:37:0	2.739868461019614e-20	-7.031608372545505e-18	7.031661751874191e-18	5.0524014941396685e-40	-1.2966501550382125e-37	1.296659998350176e-37
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:38:0	-4.099204259248848e-08	-2.898548692917589e-08	5.020464130362666e-08	-7.559058406951863e-28	-5.345012709655251e-28	9.257889871136176e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:39:0	-4.5198395727508326e-10	-7.287294646535838e-10	8.575174227316569e-10	-8.33472282904403e-30	-1.3437994883408422e-29	1.5812884339155165e-29
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	4	GL06_isr_p1_ct	threshold_counterterm:40:0	-5.807163753875737e-08	-4.0291109634285275e-08	7.068018535625674e-08	-1.0708588110787214e-27	-7.4298042191796605e-28	1.3033643008070813e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	original	-4.5036558025942336e-06	-1.479778901092742e-06	4.740533850143879e-06	-8.304879460399396e-26	-2.728757689372813e-26	8.741689846881723e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:3:0	-5.091988669043057e-08	-5.6119318624082484e-08	7.577738965811358e-08	-9.389783314649145e-28	-1.034857451371585e-27	1.397358311822679e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:6:0	7.341747723451876e-06	4.0894124722864854e-05	4.154793251756382e-05	1.3538408027719994e-25	7.541002051406775e-25	7.661566214461082e-25
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:8:0	-3.640830417000088e-10	-7.742144088892131e-10	8.55549187472704e-10	-6.713802980130992e-30	-1.4276751208708184e-29	1.577658947717682e-29
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:13:0	1.1154696946333232e-19	-6.8176982766746536e-18	6.818610746931445e-18	2.0569603366052165e-39	-1.2572044771392357e-37	1.2573727394538087e-37
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:17:0	-3.51877345577995e-08	-3.148380049325287e-08	4.7216589847310096e-08	-6.48872619925178e-28	-5.805709395045564e-28	8.706884016028742e-28
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:19:0	6.425302358211465e-08	-1.2346390762127986e-08	6.542846784309518e-08	1.1848454660062729e-27	-2.2767123320436327e-28	1.2065210187744005e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:21:0	-9.461889899912166e-28	-4.310031851465689e-27	4.412669052334353e-27	-1.744801524154595e-47	-7.947830954640461e-47	8.137097101683948e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:23:0	2.8886462692739344e-08	-8.363580340693292e-07	8.368567313938583e-07	5.326752336675818e-28	-1.542269872107318e-26	1.5431894852724832e-26
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:25:0	-9.30111323900323e-06	-3.384383737904637e-05	3.5098661456301965e-05	-1.715153814662118e-25	-6.240907436763613e-25	6.472300846082588e-25
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:35:0	-3.8825581997339424e-74	-2.2569173702333395e-73	2.2900695617828263e-73	-7.159556427070228e-94	-4.1618248670497275e-93	4.222958525289765e-93
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:36:0	-2.133444408994521e-21	-9.80348927029462e-18	9.803489502435691e-18	-3.9341369386968817e-41	-1.8077934959909074e-37	1.807793538798433e-37
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:37:0	-2.7998605174468985e-07	-3.198869812774843e-08	2.81807498089544e-07	-5.163028686591428e-27	-5.898814067740823e-28	5.1966167159627794e-27
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:38:0	-7.676894627030434e-28	-4.5466504106136065e-27	4.611006079748558e-27	-1.4156429199351878e-47	-8.384162836549574e-47	8.50283666469853e-47
left_rising	32	-1.3257113655901108e-06	-1.2516293534308813e-06	5	GL06_isr_p2_ct	threshold_counterterm:40:0	-6.762966356699221e-08	-3.786981876105661e-09	6.773560825676925e-08	-1.2471117431925083e-27	-6.983310754267307e-29	1.2490653957730648e-27
